"주문일","SKU코드","SKU명","판매량(Unit)"
"2025-03-27","A18001301","마녀공장 비피다 바이옴 콤플렉스 앰플 50ml",2
"2025-03-27","A18001304","닥터지 그린 마일드 업 선 플러스 50ml (SPF 50+/ PA++++)",2
"2025-03-27","A18001305","닥터지 브라이트닝 업 선 플러스 50ml (SPF 50+/ PA+++)",1
"2025-03-27","A18001312","유니끄 유니버스 별헤는밤 배쓰밤 120g",1
"2025-03-27","A18001315","히말라야 인텐시브 수분크림 50ml",1
"2025-03-27","A18001316","리얼베리어 컨트롤-T 클렌징폼 200ml",1
"2025-03-27","A18001317","리얼베리어 아쿠아 수딩 크림 마스크 30ml 10매 세트",2
"2025-03-27","A18001321","스킨푸드 판토테닉 워터 파슬리 클리어 패드 60매",2
"2025-03-27","A18001323","스킨푸드 에그 화이트 퍼펙트 포어 클렌징 폼 150ml",12
"2025-03-27","A18001325","스킨푸드 밀크 쉐이크 포인트 메이크업 리무버 160ml",1
"2025-03-27","A18001327","해피바스 마이크로 클린 딥 클렌징폼 150g",3
"2025-03-27","A18001328","해피바스 마이크로클린 솝베리 모이스춰 클렌징폼150g",1
"2025-03-27","A18001329","해피바스 마이크로 클린 솝베리 버블 클렌징폼 300ml",10
"2025-03-27","A18001330","리얼베리어 크림 클렌징 폼 120ml 1+1 기획세트",2
"2025-03-27","A18001331","리얼베리어 익스트림 로션 150ml",1
"2025-03-27","A18001333","리얼베리어 익스트림 크림 50ml",2
"2025-03-27","A18001334","플루 오리지널 바디 스크럽 화이트 머스크 200g",9
"2025-03-27","A18001336","플루 소프트 페이셜 스크럽 허니앤슈가 100g",4
"2025-03-27","A18001337","플루 스크럽워시 500g 라임그레이프",2
"2025-03-27","A18001341","더마비 세라엠디 리페어 로션 400ml",2
"2025-03-27","A18001345","싸이닉 엔조이 슈퍼 마일드 선 에센스 50ml",3
"2025-03-27","A18001347","싸이닉 엔조이 슈퍼 액티브 에어리 썬스틱 15g",2
"2025-03-27","A18001352","다자연 율무 마스크팩 1매",4
"2025-03-27","A18001360","뉴트로지나 바디 오일 250ml",2
"2025-03-27","A18001361","케라시스 리얼네이처 티트리오일 샴푸 1L",2
"2025-03-27","A18001362","케라시스 리얼네이처 티트리오일 린스 1L",2
"2025-03-27","A18001363","미쟝센 퍼펙트 세럼 오리지널 80ml",8
"2025-03-27","A18001364","미쟝센 퍼펙트 슈퍼리치 세럼 80ml",3
"2025-03-27","A18001366","미쟝센 퍼펙트 베이스업 에센스 200ml",1
"2025-03-27","A18001367","미쟝센 퍼펙트 스타일링 세럼 80ml",3
"2025-03-27","A18001368","해피바스 오리지널컬렉션 오리지널 바디워시 910g",1
"2025-03-27","A18001371","해피바스 오리지널컬렉션 베이비파우더 바디워시 910g",1
"2025-03-27","A18001372","라보에이치 탈모증상완화 샴푸 두피쿨링 400ml",1
"2025-03-27","A18001373","일리윤 프로바이오틱스 스킨 배리어 젠틀 클렌저 300ml",2
"2025-03-27","A18001378","마녀공장 페미닌폼 여성청결제 150ml",8
"2025-03-27","A18001379","마녀공장 파데프리 선크림 50ml",6
"2025-03-27","A18001380","일리윤 프레쉬모이스춰 바디워시 500ml",3
"2025-03-27","A18001382","바솔 이너밸런싱 페미닌티슈 15매",1
"2025-03-27","A18001387","라보에이치 탈모증상완화 샴푸 두피강화 블랑쉬앤우디 400ml",2
"2025-03-27","A18001388","라보에이치 탈모증상완화 샴푸 두피강화 페어앤프리지아 400ml",1
"2025-03-27","A18001393","그로우어스 씨솔트 테라피 두피 스케일러 120g",2
"2025-03-27","A18001397","마녀공장 갈락토미 엔자임 필링젤 75ml",2
"2025-03-27","A18001398","마녀공장 갈락 나이아신 에센스 마스크 1매(오아시스)",16
"2025-03-27","A18001399","마녀공장 비피다 바이옴 앰플 마스크 1매(사막)",14
"2025-03-27","A18001400","마녀공장 비피다 앰플 영양 미스트 120ml",3
"2025-03-27","A18001401","넥스케어 블레미쉬 패치 케어 릴리프 대용량 116매 (짜기 전)",2
"2025-03-27","A18001402","넥스케어 블레미쉬 클리어 커버 릴리프 대용량 111매 (진정케어)",1
"2025-03-27","A18001405","토니모리 프로클린 소프트 클렌징티슈 50매",5
"2025-03-27","A18001406","스킨푸드 캐롯 카로틴 릴리프 크림 70ml",4
"2025-03-27","A18001407","미쟝센 컬링에센스 2X 내추럴컬 150ml",4
"2025-03-27","A18001408","미쟝센 컬링에센스 2X 볼륨컬 150ml",1
"2025-03-27","A18001414","이브로쉐 모링가 리프레쉬 헤어 식초(딥클렌징) 400ml",1
"2025-03-27","A18001415","미쟝센 퍼펙트 오리지널 세럼 샴푸 680ml",6
"2025-03-27","A18001416","미쟝센 퍼펙트 오리지널 세럼 컨디셔너 680ml",8
"2025-03-27","A18001417","미쟝센 퍼펙트 세럼 트리트먼트 330ml",2
"2025-03-27","A18001436","카밀 핸드크림 미니 5종 선물세트",1
"2025-03-27","A18001437","원씽 율무 추출물 토너 150ml",1
"2025-03-27","A18001438","원씽 모이스처 플러스 크림 50ml",1
"2025-03-27","A18001441","원씽 청귤 추출물 토너 150ml",1
"2025-03-27","A18001443","원씽 제주 귤 미백 세럼 80ml (미백 기능성 인증)",1
"2025-03-27","A18001448","스킨푸드 블랙슈가 퍼펙트 스크럽폼 180g (N) / 리뉴얼",6
"2025-03-27","A18001451","해피바스 오리지널 컬렉션 바디오일 오리지널 250ml",3
"2025-03-27","A18001453","롱테이크 샌달우드 인텐시브 샴푸 300ML",2
"2025-03-27","A18001454","롱테이크 샌달우드 인텐시브 트리트먼트 200ml",1
"2025-03-27","A18001455","롱테이크 샌달우드 인텐시브 헤어 오일 50ml",2
"2025-03-27","A18001457","해피바스 오리지널 컬렉션 바디로션 클린코튼 500g",1
"2025-03-27","A18001459","뉴트로지나 릴렉싱 바디워시 950ml",1
"2025-03-27","A18001467","라이프넷 바디워시 프레쉬 만다린 앤 바질 1000ml",4
"2025-03-27","A18001479","라이프넷 바디워시 와일드 모스 1000ml",1
"2025-03-27","A18001480","머지 더 퍼스트 슬림 젤 아이라이너 GS1 블랙 오닉스",1
"2025-03-27","A18001481","머지 더 퍼스트 슬림 젤 아이라이너 GS3 브론즈 오팔",8
"2025-03-27","A18001482","머지 더 퍼스트 슬림 젤 아이라이너 GS4 브라운 쿼츠",2
"2025-03-27","A18001488","레이비 산양유 바디워시 500ml",5
"2025-03-27","A18001489","레이비 라벤더 바디워시 500ml",1
"2025-03-27","A18001490","레이비 산양유 바디로션 350ml",3
"2025-03-27","A18001497","데이지크 섀도우 팔레트 16 바이올렛 니트",1
"2025-03-27","A18001507","데이지크 워터 블러 틴트 4.5g 01 피치 듀",1
"2025-03-27","A18001516","스킨푸드 캐롯 카로틴 수딩 토너 300ml",3
"2025-03-27","A18001517","스킨푸드 아보카도 스틱 립밤(리치) 3.4g",8
"2025-03-27","A18001523","멘소래담 딥 모이스트 립밤 내추럴",5
"2025-03-27","A18001528","김정문알로에 큐어 시그니처 3x크림 50ml",3
"2025-03-27","A18001529","김정문알로에 하이드라 수딩 토너 130ml",3
"2025-03-27","A18001530","김정문알로에 하이드라 수딩 에멀젼 130ml",2
"2025-03-27","A18001532","다시다 명품골드 96g (8g×12개입)",56
"2025-03-27","A18001535","우르오스 스킨워시 500ml",9
"2025-03-27","A18001538","우르오스 스킨로션 200ml",2
"2025-03-27","A18001539","우르오스 스킨밀크 200ml",2
"2025-03-27","A18001540","머지 프로빌리티 눈썹 수정 칼 2P",24
"2025-03-27","A18001541","머지 프로빌리티 눈썹 정리 가위 1P",3
"2025-03-27","A18001543","머지 데일리 엠보싱 순면 화장솜 100매",2
"2025-03-27","A18001544","머지 데일리 메이크업 퍼프 스펀지 100P",1
"2025-03-27","A18001545","머지 프로빌리티 트위저 족집게 1P",5
"2025-03-27","A18001548","스킨푸드 레몬 딜 버터 푸드 마스크",2
"2025-03-27","A18001549","리얼라엘 천연여성청결제 150ml",1
"2025-03-27","A18001555","리얼베리어 인텐스 모이스처 판테놀 슬리핑팩 70ml",1
"2025-03-27","A18001559","원씽 시카 수딩 마스크팩 5매",1
"2025-03-27","A18001560","원씽 어성초 약산성 폼클렌징 150ml",6
"2025-03-27","A18001561","닥터포헤어 피토테라피 샴푸 500ml",2
"2025-03-27","A18001569","토니모리 더 촉촉 그린티 노-워시 클렌징 티슈 100매",3
"2025-03-27","A18001577","티르티르 시카 케어 트라이얼 키트",1
"2025-03-27","A18001591","아이소이 잡티 세럼 35ml",5
"2025-03-27","A18001592","아이소이 장수진 수분크림 70ml",1
"2025-03-27","A18001593","아이소이 아크니 응급 스팟 14ml",6
"2025-03-27","A18001595","아이소이 잡티 토닉 130ml",6
"2025-03-27","A18001599","아이소이 모이스춰 닥터 마스크 10매",1
"2025-03-27","A18001600","비플레인 녹두 약산성 클렌징폼 80ml",20
"2025-03-27","A18001601","비플레인 녹두 클렌징오일 200ml",1
"2025-03-27","A18001602","비플레인 녹두 모공 클레이팩 120ml",4
"2025-03-27","A18001603","비플레인 녹두 약산성 클렌징티슈 20매",11
"2025-03-27","A18001606","비플레인 캐모마일 듀얼 보습 립밤 3.6g",1
"2025-03-27","A18001607","비플레인 멀티 히알루론산 수분 크림 70ml",3
"2025-03-27","A18001608","비플레인 멀티 히알루론산 마스크 5매",3
"2025-03-27","A18001609","비플레인 멀티 히알루론산 앰플 30ml",2
"2025-03-27","A18001610","비플레인 시카테롤 앰플 30ml",4
"2025-03-27","A18001611","비플레인 시카테롤 토너 200ml",1
"2025-03-27","A18001612","비플레인 시카테롤 크림 60ml",2
"2025-03-27","A18001614","비플레인 시카풀 카밍 마스크팩 10매",14
"2025-03-27","A18001616","비플레인 히알루로닉 아쿠아젤 80ml",1
"2025-03-27","A18001626","리엔 흑모비책 크림120G_자연갈색(은)_21Y",3
"2025-03-27","A18001627","리엔 흑모비책 크림120G_짙은갈색(은)_21Y",5
"2025-03-27","A18001628","리엔 흑모비책 크림120G_흑갈색(은)_21Y",8
"2025-03-27","A18001629","리엔 흑모비책 크림120G_흑색(은)_21Y",3
"2025-03-27","A18001636","이니스프리 그린티 히알루론산 로션 170ml",1
"2025-03-27","A18001640","이니스프리 노세범 미네랄 파우더 5g",8
"2025-03-27","A18001642","우르오스 스킨워시 300ml",1
"2025-03-27","A18001643","마녀공장 갈락토미 나이아신 에센스 50ml",1
"2025-03-27","A18001644","마녀공장 브이콜라겐 하트핏 앰플 50ml",1
"2025-03-27","A18001659","스킨푸드 에이콘 포어 펩타이드 앰플",1
"2025-03-27","A18001660","스킨푸드 에이콘 포어 펩타이드 패드 60매",2
"2025-03-27","A18001662","케라시스 클린노트 퓨어코튼 샴푸 1L",5
"2025-03-27","A18001663","케라시스 클린노트 퓨어코튼 트리트먼트 1L",4
"2025-03-27","A18001666","케라시스 클린노트 파우더리코튼 바디워시 800ml",4
"2025-03-27","A18001668","케라시스 클린노트 파우더리코튼 바디로션 500ml",10
"2025-03-27","A18001672","슈퍼보타닉 오이라임 비누80g×4_Y19",8
"2025-03-27","A18001673","세꼼마 향균 핸드워시 480 레몬버베나",2
"2025-03-27","A18001674","세꼼마 향균 핸드워시 480 파우더",1
"2025-03-27","A18001675","온더바디 라이스테라피_쌀겨스크럽폼150",3
"2025-03-27","A18001676","온더바디 라이스테라피_어성초아크네폼150",4
"2025-03-27","A18001677","온더바디 라이스테라피_사철쑥약산성폼150",10
"2025-03-27","A18001694","니들리 데일리 토너 패드 60매",2
"2025-03-27","A18001695","라타플랑 미나리 진정 세럼 50ml",1
"2025-03-27","A18001696","라타플랑 미나리 진정 선크림 50ml",8
"2025-03-27","A18001697","그레이멜린 카놀라 크레이지 대용량 클렌징오일 500ml",1
"2025-03-27","A18001698","SRB 쌀뜨물 효소 파우더 세안제 70g",1
"2025-03-27","A18001699","존슨즈베이비 핑크 로션 500ml",1
"2025-03-27","A18001701","비플레인 선뮤즈 모이스처 선크림 50ml",27
"2025-03-27","A18001702","비플레인 선뮤즈 톤업&코렉팅 선크림 50ml",4
"2025-03-27","A18001706","미쟝센 스타일케어 헤어스프레이 내추럴홀드 300ml",4
"2025-03-27","A18001707","미쟝센 스타일케어 헤어스프레이 스트롱홀드 300ml",8
"2025-03-27","A18001710","네오젠 캐롯 딥클리어 리무버 오일 패드150ml 60매",1
"2025-03-27","A18001721","미쟝센 살롱10 샴푸(극손상)500ml",1
"2025-03-27","A18001723","미쟝센 살롱10 트리트먼트(극손상)250ml",3
"2025-03-27","A18001726","미쟝센 모로코 아르간 프리지아 샴푸_1200g",1
"2025-03-27","A18001736","밀크바오밥 샴푸 화이트머스크 1000ml",6
"2025-03-27","A18001737","밀크바오밥 트리트먼트 화이트머스크 1000ml",2
"2025-03-27","A18001738","밀크바오밥 바디워시 화이트머스크 1000ml",1
"2025-03-27","A18001740","밀크바오밥 샴푸 베이비파우더 1000ml",1
"2025-03-27","A18001742","밀크바오밥 바디워시 베이비파우더 1000ml",1
"2025-03-27","A18001744","플루 퍼퓸드 슈가 바디스크럽 500g_보태니컬베리",1
"2025-03-27","A18001747","플루 퍼퓸드 씨솔트 바디스크럽 500g_화이트블랑",1
"2025-03-27","A18001756","정직한실험실 제비꽃 탈모증상완화 샴푸 470ml",1
"2025-03-27","A18001757","정직한실험실 어성초 티트리 지성 샴푸 470ml",7
"2025-03-27","A18001758","정직한실험실 석류 손상모 케어 샴푸 470ml",1
"2025-03-27","A18001779","성분에디터 그린토마토 포어리프팅 앰플 플러스 30ml+2ml×3샤쉐",1
"2025-03-27","A18001795","니베아 맨 센서티브 쉐이빙 젤 200ml",2
"2025-03-27","A18001798","니베아 데오드란트 스프레이 드라이 콤포트 200ml",1
"2025-03-27","A18001801","아토팜 수딩 젤 로션 160ml",2
"2025-03-27","A18001806","낫포유 클리어 바디 미스트 200ml",1
"2025-03-27","A18001808","려 루트젠 탈모전문케어 샴푸(여성) 353ml",3
"2025-03-27","A18001809","려 루트젠 탈모전문케어 트리트먼트 353ml",1
"2025-03-27","A18001813","스킨푸드 블랙슈가 마스크 워시오프 120g",1
"2025-03-27","A18001814","도브 센스티브 스킨 바디워시 1000g",4
"2025-03-27","A18001815","도브 젠틀스크럽 바디워시 1000g",3
"2025-03-27","A18001816","도브 릴랙싱 시어버터 바디워시 1000g",1
"2025-03-27","A18001817","도브 스윗 코코넛 밀크 바디워시 1000g",2
"2025-03-27","A18001818","도브 유자 바디워시 1000ML",1
"2025-03-27","A18001820","도브 센스티브 뷰티 바 135g",6
"2025-03-27","A18001821","도브 인텐스 리페어 샴푸 680ML",15
"2025-03-27","A18001824","도브 인텐스 리페어 컨디셔너 660ml",5
"2025-03-27","A18001825","도브 너리싱오일케어 컨디셔너 660ml",3
"2025-03-27","A18001828","메디필 엑스트라 슈퍼9 플러스 2.0 250ml (피지연화제)",1
"2025-03-27","A18001829","메디필 엑스트라 슈퍼9 액티브 스틱 (피지연화스틱)",1
"2025-03-27","A18001837","아이오페 스템3 앰플 50ml",2
"2025-03-27","A18001838","아이오페 바이오컨디셔닝에센스 168ml",7
"2025-03-27","A18001841","아이오페 피디알엔 카페인 샷 30ml",11
"2025-03-27","A18001842","아이오페 글루타 비타민C 토닝 앰플 23g",1
"2025-03-27","A18001845","한율 어린쑥수분진정크림 55ml",2
"2025-03-27","A18001846","한율 어린쑥수분진정패드",2
"2025-03-27","A18001847","한율 어린쑥수분진정토너 150ml",1
"2025-03-27","A18001848","한율 어린쑥수분진정플루이드 125ml",10
"2025-03-27","A18001850","한율 달빛유자 수면팩 70ml",1
"2025-03-27","A18001853","한율 달빛유자C 세럼 30ml",9
"2025-03-27","A18001854","한율 부들밤 모공수축 패드",2
"2025-03-27","A18001866","마몽드 리피드 밸런스 아미노 폼 120g",1
"2025-03-27","A18001874","마몽드 플라워 앰플 마스크팩(로즈)23ml",1
"2025-03-27","A18001876","마몽드 플라워 앰플 마스크팩(캐모마일)23ml",1
"2025-03-27","A18001877","파넬 시카마누 클리어 패치[멀티] 68EA",1
"2025-03-27","A18001879","파넬 시카마누 세럼쿠션 SPF45 PA++ (본품1개+리필1개) 21호",1
"2025-03-27","A18001887","피캄 언더포어 바테카 폼 클렌징 150ml",3
"2025-03-27","A18001888","오가니스트 히말라야 쿨링 샴푸 750ml",1
"2025-03-27","A18001893","폰즈 클리어 스파 아미노에시드 클렌징폼 200g",3
"2025-03-27","A18001902","바세린 오리지널 프로텍팅 젤리 50ml (바디용)",7
"2025-03-27","A18001903","이니스프리 New 톤업 노세범 선스크린 이엑스 SPF50+ PA++++ 60ml",1
"2025-03-27","A18001904","이니스프리 노세범 미네랄 팩트 8.5g",3
"2025-03-27","A18001909","이니스프리 New 비자 바하 트러블 토너",1
"2025-03-27","A18001911","아이소이 블랙 딥 클렌징폼 75ml",1
"2025-03-27","A18001913","아이소이 로즈립밤 퓨어레드 5g",1
"2025-03-27","A18001915","아이소이 스킨케어 비건 쿠션 SPF38 PA++ 21호",1
"2025-03-27","A18001916","아이소이 비건 세범 컨트롤 팩트 10g",1
"2025-03-27","A18001917","아이소이 응급진정세럼 40ml",1
"2025-03-27","A18001918","아이소이 응급토닉 130ml",1
"2025-03-27","A18001920","폰즈 훼이스 스파 립&아이 리무버 120ml",9
"2025-03-27","A18001921","바세린 립테라피 로지 7g (립밤)",3
"2025-03-27","A18001922","바세린 립테라피 코코아버터 7g (립밤)",3
"2025-03-27","A18001923","바세린 립테라피 오리지널 7g (립밤)",4
"2025-03-27","A18001924","톤28 샴푸바 S19바오밥나무오일(모발보습)",1
"2025-03-27","A18001925","톤28 샴푸바 S21 검은콩+참숯 100g (얇은모발/두피장벽강화)",1
"2025-03-27","A18001926","톤28 노워시 트리트먼트바 80g (탄력)",1
